house_quarterly_growth,house_twelve_month_growth,house_average_annual_growth,house_number_of_sales,unit_quarterly_growth,unit_twelve_month_growth,unit_average_annual_growth,unit_number_of_sales,suburb_id
+7.15,+14.69,+2.78,42,,,,3,3659
,,,3,,,,0,7444
+5.18,,,5,,,,,12098
+1.03,+26.29,+7.51,26,,,,0,2508
-0.30,+5.45,+4.34,38,+5.79,+18.54,+13.46,58,9033
+11.90,,,13,,,,0,1179
+10.08,+28.19,+10.21,26,,,,0,4526
+11.54,+48.33,+11.27,61,,,,0,7277
+5.26,+38.10,+17.15,97,+5.26,+22.97,+13.84,55,2885
-0.37,+8.38,+5.46,228,+0.98,+8.08,+4.92,67,9048
+4.17,+17.92,+8.02,127,-1.93,+3.04,+4.59,99,9047
,,,0,,,,0,11318
0.00,+5.71,+4.01,140,,,,5,9889
,,,3,,,,0,1465
+11.32,+44.25,,12,,,,0,1206
+4.70,+26.91,+5.85,30,,,,0,6632
,,,2,,,,,4286
,,,1,,,,,11267
,,,1,,,,,2137
+17.86,+41.94,+12.27,20,,,,0,5446
+1.64,+14.81,+11.99,64,-3.62,+22.77,+10.25,31,10036
,,,2,,,,6,766
-7.72,+7.44,+5.27,30,,+26.31,,9,9952
,,,6,,,,,320
+6.73,+16.59,+9.39,88,0.00,+17.83,+3.87,17,1259
+2.75,+21.71,+8.43,34,,,,1,7855
,,,4,,,,0,2152
,,,2,,,,0,2253
-0.13,+12.97,+2.94,98,+4.98,,,12,12619
+0.76,+32.86,+9.20,18,,,,8,7288
,,,8,,,,,3201
-4.34,+4.38,+5.48,26,-1.86,-33.61,+1.43,9,7292
+5.54,+12.86,+3.54,70,-3.06,-6.29,+5.55,49,10176
,,,9,,,,0,8874
,,,3,,,,0,1074
+4.17,+27.55,+0.82,41,,,,3,8311
+6.96,+20.93,+5.39,85,,,,1,7502
+1.70,+9.41,+8.34,56,+4.44,-4.21,+0.77,16,9015
,,,0,,,,,6619
+1.09,+9.12,+10.62,89,0.00,+14.01,+1.65,192,6115
+12.07,+30.00,+16.72,71,+6.43,+13.22,+6.57,39,4556
-0.57,+10.19,+4.78,38,+1.06,+13.02,+4.27,56,4578
+1.67,+10.91,+3.07,289,,,,2,11849
+0.64,+29.56,+10.86,29,+6.67,,,6,2206
-2.93,+15.22,+10.28,43,,,,5,38
+9.38,+29.63,+6.25,426,,,,7,6908
-5.70,+12.03,+11.21,38,+1.67,+13.66,+8.81,10,1810
-3.03,+14.29,+1.99,25,,,,9,5394
,,,2,,,,,6223
+2.64,+19.30,+10.38,29,,,,4,202
+8.15,+33.53,+11.37,132,+4.00,+4.00,+5.92,57,5708
+1.78,+32.24,+6.89,90,,,,0,3126
,,,3,,,,1,9846
+0.88,+3.79,+1.98,340,-2.22,-10.78,-0.49,77,7940
-7.95,+15.79,,12,,,,0,399
0.00,+13.33,+7.43,35,,,,2,11143
0.00,+3.33,+7.81,33,,,,0,6302
+11.46,+10.39,+9.04,30,,,,3,404
+1.23,+19.88,+8.18,47,,,,0,130
-4.21,+3.30,+5.45,287,-2.43,+1.19,+8.13,175,10705
,,,3,,,,1,8156
-1.18,+7.49,+6.23,233,-3.91,-6.11,+4.23,249,9788
,,,5,,,,0,5229
0.00,+15.25,+5.79,44,-11.27,+8.82,+1.41,45,3333
+0.63,+23.08,+10.85,77,-8.40,+18.87,+10.52,39,61
+3.45,+2.74,+4.63,14,,,,0,2444
+4.96,+29.50,+10.39,184,+2.79,+17.21,+10.23,18,5626
+1.27,+6.95,+0.72,156,+1.43,+9.23,-0.55,59,12869
+0.96,+13.04,+10.45,61,,,,6,9734
,,,2,,,,0,2688
-0.54,+11.59,+4.58,104,,,,3,11594
-10.51,-0.93,-0.23,60,+1.89,+5.88,+0.80,24,12659
+5.11,+31.39,+8.45,554,+2.24,+12.33,+1.01,115,6049
+2.26,+5.43,+11.20,15,,,,0,8817
+11.34,+18.66,+8.49,24,,,,0,7301
0.00,+3.90,+2.15,54,,,,0,11548
+3.40,+17.77,+4.17,88,,,,8,12705
,,,0,,,,0,9679
+4.62,,,15,,,,0,1585
+1.30,+8.82,+5.96,85,,,,3,9388
+1.11,+8.25,+14.82,54,,-6.48,,10,12551
-0.69,+5.53,+7.14,75,-1.90,+11.49,+3.67,572,1175
+0.37,+8.46,+5.97,180,+3.42,+11.48,+4.91,34,9506
+6.84,+21.62,+6.24,54,+15.47,,,14,8117
+1.07,+7.11,+5.64,194,+2.43,+12.68,+0.51,39,6232
+6.02,+25.50,+5.48,21,,,,0,8340
+2.36,+18.11,+7.47,184,+2.46,+19.54,+6.53,2011,6494
+1.84,+25.95,+5.98,57,,,,4,7580
,,,3,,,,,1656
+7.92,+17.73,+4.28,45,,,,0,7613
+18.40,+42.44,+15.02,20,,,,0,5198
+3.49,+39.72,+16.21,36,,,,3,2188
,,,4,,,,0,7605
+6.43,+17.54,+4.90,78,,,,0,2423
+1.75,+29.01,+11.98,43,,,,1,553
+1.00,+7.78,+4.99,130,0.00,-3.45,-0.24,609,6933
,,,4,,,,0,5455
+0.88,+14.33,+7.40,24,,,,0,3017
,,,1,,,,0,2112
,,,2,,,,,6320
+13.11,,,14,,,,,4627
,,,3,,,,0,3242
+3.14,+28.01,+9.82,52,+3.03,+36.91,+6.05,27,8171
+0.78,+12.08,+8.20,19,,,,0,5334
+4.21,+14.23,+2.70,422,+2.97,+28.10,+3.82,70,11544
,,,9,+4.38,+10.39,+3.21,156,617
-0.40,+22.19,+10.18,63,-2.28,+9.17,+6.50,27,89
,,,1,,,,0,11387
+1.69,+28.85,+10.67,40,+1.64,+18.10,+11.24,23,3820
,,,1,,,,,269
+1.83,+11.00,+3.12,40,,,,1,12632
0.00,+4.92,+12.07,37,+2.93,+14.57,,31,4777
,,,6,,,,,8387
+7.23,+23.61,+7.99,265,+5.92,+9.44,+4.98,19,7864
+9.56,+39.68,+20.85,18,,,,0,3332
,,,4,,,,,1405
+8.73,+36.25,+13.32,101,,,,1,4787
+3.43,+19.81,+4.93,196,0.00,0.00,+1.64,45,1860
,,,1,,,,,8875
+7.29,,,10,,,,,1646
+3.77,+19.41,+12.41,43,,,,0,1049
,,,6,,,,0,5401
,,,0,,,,,2341
+10.16,+35.48,+14.33,17,,,,0,3868
-0.81,+33.15,+13.51,16,,,,0,931
+10.31,+28.71,+8.61,43,+6.18,+6.59,+2.34,25,5736
+3.52,+23.24,+9.66,166,+5.53,+17.98,,17,1309
+6.24,+45.87,,12,,,,0,4828
0.00,+10.39,+14.60,47,,,,0,12050
+9.22,,+17.02,8,,,,0,313
0.00,+23.47,+10.35,23,,,,7,3579
,,,2,,,,0,9081
+5.14,+28.71,+10.12,144,+1.05,+14.01,+3.66,137,5063
-0.42,,+2.43,14,,,,0,3789
+1.32,+22.78,+10.97,86,+5.66,+30.26,,10,9197
+8.45,+19.30,+2.56,92,+2.27,+2.27,+3.50,255,1161
+1.76,+24.84,+10.78,48,0.00,,,6,106
+2.14,+19.68,+7.52,201,-12.41,+8.81,+6.65,61,9188
+5.66,+9.80,,8,,,,0,1022
,,,5,,,,,5423
,,,0,,,,,9975
+1.24,+32.64,+13.31,26,,,,2,2371
+2.91,+7.71,+6.68,208,,,,1,10392
+8.72,+38.46,,15,,,,0,3310
-20.95,+7.97,+9.53,44,,,,0,12056
+4.60,+19.95,+6.26,100,+0.31,+15.30,,12,7772
,,,2,,,,,4838
+1.62,+19.63,+6.96,99,,,,6,1888
,,,1,,,,,11279
+4.21,+20.15,+6.25,58,+5.26,+12.04,+4.56,21,7810
+4.09,+31.61,+10.50,103,,,,4,2031
+0.63,+12.68,+0.90,31,,,,0,11791
-6.67,-3.45,+7.39,56,+2.29,,,21,4661
+12.23,+27.23,+11.37,15,,,,2,3786
+18.28,+22.45,+10.45,31,,,,6,7363
+4.15,+13.19,+5.37,25,,,,0,5344
+4.01,+34.79,+10.66,136,+1.24,+16.96,+7.40,12,136
+2.98,+17.32,+10.71,150,-3.06,-2.56,+7.69,26,9211
+4.26,+23.54,+12.06,114,,,,1,10558
-3.61,+24.71,,12,,,,0,12924
+0.04,+6.75,+1.68,157,+0.11,+9.37,+2.66,109,9302
+3.43,+31.16,+7.68,112,+8.99,+19.29,+4.15,170,4561
+2.22,+23.08,+7.87,117,-0.39,+5.55,,10,1781
+3.58,+27.55,+9.29,281,+10.50,+37.62,+8.60,64,6100
+2.24,+22.69,+8.91,40,,,,0,6331
+2.16,+13.50,+4.27,166,-8.62,-8.14,-1.80,278,227
-1.72,+8.17,+8.18,155,-4.76,+5.99,+4.89,87,2313
+1.63,+13.05,+12.75,136,+5.69,+20.55,+11.85,22,9120
+4.65,+39.53,+14.52,41,+2.46,+43.65,+16.77,12,3254
,,,0,,,,,4630
+2.35,+12.12,+3.98,194,,,,4,12023
+2.04,+22.81,+6.62,83,+0.78,,,10,12365
+1.54,+28.93,+6.14,84,+5.18,+9.84,-0.35,75,4942
+7.68,+13.37,+5.72,11,+4.56,+6.82,+5.77,21,7881
+4.88,+31.36,+17.04,16,,,,0,11405
+2.63,+27.17,+9.48,54,,,,1,8178
,,,5,,,,0,5087
+11.54,+31.22,+8.46,17,,,,0,1557
,,,4,,,,,1474
+1.12,+19.51,+5.51,40,,,,0,471
+3.70,+15.07,+9.86,27,,,,0,573
-3.33,,+11.71,36,,,,2,2139
,,,2,,,,0,4414
+0.30,+11.67,+7.08,80,,,,0,9193
,,,2,,,,,5136
+2.11,+34.14,+11.12,93,+6.20,+24.66,+10.02,31,3445
+8.79,+47.95,+17.93,27,,,,1,5381
+2.29,+46.97,+13.07,15,+5.50,-25.31,+3.69,133,7368
,,,2,,,,0,727
+0.63,-32.63,+1.86,14,,,,0,3181
0.00,+20.74,+7.23,45,,,,1,12641
-0.62,+17.22,+8.79,35,,,,0,10745
+0.24,+23.21,+14.20,67,-22.22,-6.67,+10.58,11,9167
+5.98,+29.98,+7.10,614,+0.41,+12.00,,27,6437
-2.16,,,10,+3.11,+17.74,+7.02,647,4532
+12.20,+24.32,+6.25,22,,,,0,12572
+5.42,,,2,,,,,741
,+49.92,,9,,,,,3609
-4.76,+3.76,+7.27,109,-5.65,+9.54,+1.60,82,1937
+4.17,+34.35,+10.69,424,+6.35,+27.38,+5.61,133,4906
+3.38,+29.34,+11.69,594,+5.82,+29.33,+8.09,253,4557
+3.18,+22.83,+4.91,80,+0.84,+0.84,+6.84,54,5322
,,,0,,,,0,9940
+4.02,+12.38,+5.65,126,,,,0,10130
,,,2,,,,,3102
+3.17,+19.68,+6.06,71,+3.19,+8.99,,9,7319
+10.00,+33.27,+12.30,124,,,,6,11046
0.00,+8.90,+2.77,137,+7.37,+26.87,+0.80,44,12662
-0.99,+15.65,+12.02,328,+1.95,+11.62,+6.72,53,10570
+8.00,+32.42,+12.38,82,,,,0,6517
+4.95,+18.79,+4.20,442,+9.22,+7.84,+5.83,49,7713
0.00,+15.00,+12.20,61,-8.54,+12.92,+13.30,32,8401
+0.82,+22.67,+8.13,24,,,,0,9258
,,,8,,,,0,468
,,,7,,,,,5846
-0.12,+10.84,+4.18,79,0.00,+14.33,,15,2235
+5.25,+18.04,+6.34,214,,,,0,5681
,,,5,,,,0,6456
0.00,+4.58,+6.14,285,+2.13,+1.76,+4.62,30,10911
-6.07,+14.85,+15.24,32,,,,0,5591
+5.79,+18.24,+13.98,84,-0.67,,,6,9328
+8.68,+33.46,+7.47,41,,,,0,7793
,,,3,,,,0,3353
+10.00,+42.35,+17.91,23,,,,0,5704
,,,3,,,,0,659
+2.86,+12.50,+5.53,19,,,,0,12591
+6.43,+32.80,+11.49,119,+6.38,+33.33,+10.63,30,528
-2.96,+6.16,+9.83,193,+0.28,+9.97,+4.79,158,10517
+15.94,+29.48,+11.84,31,,,,0,5027
-4.89,-4.37,+1.81,145,-3.33,,,7,12698
,,,6,,,,,3044
0.00,+8.78,,10,0.00,,,3,1203
,,,4,,,,0,966
+1.76,+16.67,+7.04,91,+2.72,+14.89,+3.59,52,3387
+16.51,+25.78,+8.66,22,,,,1,12264
+8.74,+40.00,+4.94,33,,,,0,12493
+6.32,+28.46,+10.25,364,+6.01,+20.84,-0.14,71,5314
+5.06,+13.43,+7.37,29,,,,0,8110
+5.51,+36.54,,6,,,,0,10820
,,,6,,,,,2871
+27.44,,,10,,,,0,1996
,,,9,,,,,5579
0.00,+16.67,+16.95,72,,,,5,4982
+0.77,-3.10,+5.55,34,,,,1,11335
+11.29,+15.00,+9.67,13,,,,0,2167
,,,0,,,,0,9347
,,,1,,,,0,6658
+0.63,+6.67,+4.24,99,-1.35,-1.35,+5.77,112,9518
+0.65,+19.38,+5.47,164,+3.11,+42.75,+3.15,14,606
,,,6,+0.47,+4.31,+1.24,392,6017
+11.93,+42.03,+10.22,37,,,,2,7385
+4.07,+32.53,+9.78,167,,,,14,4391
+1.28,+11.07,+8.52,53,,,,3,11344
+4.60,+8.57,+0.24,21,+2.16,,,8,12909
+1.20,+16.83,+7.32,60,,,,2,1453
+1.16,+18.45,+6.89,35,,,,6,2747
+2.67,+15.87,+4.64,25,,,,0,5315
+0.68,+31.82,+9.67,76,+9.79,+6.95,+5.98,22,7269
,,,7,,,,0,3897
-6.08,+11.74,+9.57,13,,,,0,10034
,,,5,,,,,4839
+1.94,+21.54,+9.84,59,,,,2,105
,,,1,,,,0,11816
+1.79,+46.60,+12.17,23,,,,0,6789
+4.10,+25.68,+8.88,54,,,,6,457
+2.29,+11.63,+3.58,32,,,,2,12166
+4.21,+20.77,+6.68,19,,,,6,95
+5.24,+27.79,+10.42,174,+5.00,+24.09,+8.51,116,6347
,,,6,,,,0,2248
,,,0,,,,,9699
+5.00,+9.57,+3.39,261,+3.70,,,11,12655
+4.92,+37.71,+13.82,52,+9.72,+45.81,+13.08,30,2531
+5.45,,,11,,,,0,1974
,,,5,,,,0,4958
+1.11,+25.31,+10.79,156,+3.71,+24.87,+6.49,185,4672
,,,6,,,,,2403
,,,4,,,,,4919
,,,6,,,,1,5772
+2.74,+34.62,+9.33,137,,,,2,1181
+5.36,+31.60,+14.23,39,,,,2,10084
+0.34,+7.07,+8.89,29,,,,3,10095
,,,7,,,,,3871
-1.49,+10.00,+5.43,231,-12.11,+9.09,,16,11866
,,,1,,,,0,448
+0.48,+12.37,+12.89,96,+12.26,+39.88,+14.18,18,10227
,,,5,,,,,2740
,,,5,,,,0,5820
,,,1,,,,0,3654
+1.34,+28.89,+11.94,25,,,,0,256
,,,4,,,,0,6756
,,,3,,,,,7408
,,,5,-1.60,-0.65,-0.11,242,1770
+4.90,+34.56,+10.67,44,,,,0,8046
,,,6,,,,,6477
-7.56,-30.23,-8.57,30,+1.17,+10.46,+3.76,257,11
+8.42,+32.81,+11.20,52,+0.94,+21.89,+4.43,6,8880
-0.62,+4.55,+9.34,95,+3.75,+22.54,+9.25,39,10020
+1.92,+20.45,+6.33,40,,,,0,11625
+1.39,+9.09,+1.50,274,+2.36,+8.64,+1.73,145,12460
+13.51,+31.25,+7.25,20,,,,5,7788
+1.20,+5.00,+4.39,136,-4.76,,-5.69,19,6578
,,,0,,,,,3495
,,,3,,,,0,2527
,,,1,,,,0,12216
-2.47,+22.41,+8.42,53,-2.05,+21.63,+6.24,85,964
+9.93,+33.39,+9.16,31,0.00,+2.78,+3.44,22,2069
,,,2,,,,,10896
-0.83,+25.26,+6.84,111,-2.03,+7.96,+5.03,58,10512
+1.14,,,9,,,,0,7487
,,,5,,,,,1019
,,,2,,,,0,10452
-0.74,+4.65,+8.64,57,+3.39,+22.15,+4.17,136,797
-0.53,-1.10,+4.21,120,-7.41,-9.09,+0.86,181,9342
,,,2,,,,,6229
+6.98,+29.03,+5.29,120,-5.51,+7.14,,11,5826
+2.37,+28.52,+8.39,77,,,,1,5645
+2.34,+15.07,+9.09,39,,,,4,1554
+5.95,+33.63,+11.35,119,,,,2,4631
+0.56,+24.95,+9.70,47,,,,5,2275
+0.78,+12.17,+7.67,74,,,,3,11847
,,,0,-0.57,-6.65,+2.53,89,2359
+2.13,+20.00,+9.61,60,,,,4,20
+1.72,+14.56,+6.04,125,,,,1,2921
0.00,+17.54,+8.39,66,,,,2,7015
-5.27,+45.57,+12.87,26,,,,0,5914
-3.82,-4.65,-0.93,112,+2.35,+17.03,-2.20,54,11910
0.00,+26.08,+20.34,14,,,,2,5706
+1.30,+11.43,+4.07,64,,,,2,11885
,,,0,,,,,9002
0.00,-0.47,+13.61,122,,,,1,12452
+5.91,+33.91,+11.87,80,+3.28,+31.25,+5.24,59,6134
,,,5,,,,0,6681
+25.00,+41.24,+17.11,31,,,,0,4433
+3.51,+18.00,+2.52,165,+5.08,+29.17,+3.09,21,11744
+0.62,+18.30,+7.17,341,+1.51,+9.63,+1.75,189,327
,,,4,,,,,873
+7.96,+22.24,+8.27,188,+0.23,-4.60,+4.90,7,6931
,,,0,+0.95,+4.51,+0.12,554,3707
+3.70,+18.77,+5.33,61,+3.39,,,6,2779
,,,1,,,,,6362
+4.42,+15.69,+3.78,138,+0.24,+2.47,+0.99,110,11568
+5.11,+24.92,+14.53,35,,,,0,6160
,,,5,,,,,7088
+3.21,+11.81,,32,,,,0,9595
+6.97,+43.07,+19.67,7,,,,0,3899
,,,6,,,,0,3691
+22.64,,+23.01,12,,,,0,2249
-3.32,-3.32,+8.20,36,,,,0,10703
+18.43,+18.19,+10.83,29,,,,0,10126
,,,2,,,,0,1015
+5.00,+25.00,+7.69,918,+10.48,+17.21,+4.49,57,1230
+5.20,+9.12,+6.03,10,+0.36,+2.59,+0.55,75,163
+2.73,+10.92,+8.38,34,,,,4,7675
+0.47,+18.78,+6.25,452,0.00,+3.45,+0.66,226,856
-0.81,+11.69,+10.90,42,0.00,-22.77,+4.40,17,7577
0.00,+19.21,+9.47,32,+4.00,+27.27,+9.86,34,10
+2.79,+20.07,+11.05,231,+4.36,+28.09,+10.83,22,10138
-13.00,+4.82,+3.86,18,,,,0,3851
+14.12,+32.27,+5.75,40,,,,0,7485
,,,1,,,,0,10577
+29.29,+39.23,+3.16,20,,,,0,3454
,,,0,,,,,11300
+5.48,+26.23,+9.69,32,,,,0,2812
+5.33,+27.42,+7.83,18,-4.95,-15.26,+1.43,17,272
+4.06,+30.57,+12.81,91,,,,8,5687
+0.11,+21.05,+10.97,65,,,,4,4274
-4.71,+10.50,+11.01,40,+5.00,+6.40,,9,9116
,,,1,,,,,4900
+14.73,+42.69,+12.80,48,,,,3,11824
-6.82,+0.52,+7.84,28,,,,4,3398
-0.24,+20.19,+7.33,46,-10.74,+5.70,+2.79,16,2781
-11.04,+10.19,+3.47,138,-5.81,+14.67,+6.93,56,185
,,,1,,,,0,9980
-0.48,+12.12,+9.99,44,,,,3,1696
,,,2,,,,,160
+21.16,+5.44,+3.85,14,,,,0,12911
-1.67,+4.12,+2.31,139,+3.45,+50.00,+3.70,42,9251
+5.56,+39.53,+11.34,23,,,,0,4697
+6.54,+49.21,+14.66,7,,,,0,3560
,,,1,,,,0,10211
+2.31,+16.57,+4.80,59,+2.94,+4.38,+1.47,20,1768
-3.24,-3.93,+3.18,47,,,,6,8010
+2.13,-40.59,-0.80,72,,,,10,6797
,,,0,,,,0,11419
+4.62,+37.05,+9.43,91,0.00,+24.01,+4.80,50,7439
-0.56,+10.15,+5.92,32,,,,0,5216
-1.77,+19.19,+9.47,43,,,,1,1168
+1.52,+19.89,+5.79,58,+4.06,,,5,2659
+4.79,+20.00,+9.86,51,+4.14,+0.63,-0.21,20,8317
+2.85,+3.75,+6.01,162,+10.34,+25.49,,25,4441
0.00,+15.69,+9.60,42,-4.63,+30.73,+8.29,12,2667
,,,0,,,,0,10991
+1.32,+14.93,+9.69,59,,,,0,10371
0.00,+14.01,+9.50,28,+21.54,+39.82,+15.76,24,6191
+7.33,,,8,,,,,1325
,,,5,,,,,205
0.00,+12.23,+9.20,21,,,,0,6103
+1.34,+33.86,+18.18,84,,,,9,9057
,,,2,,,,0,1326
-8.39,+7.86,+5.57,33,,,,3,7268
+2.25,+31.25,+14.29,44,+11.28,+33.54,+15.62,12,8881
+0.04,+19.05,+12.27,33,,,,3,9127
-2.71,-8.80,0.00,66,-2.53,-2.86,+5.87,202,9517
-4.78,+9.75,+3.70,38,,,,0,12716
-0.71,+10.40,+10.76,13,,,,0,6252
+6.10,+35.57,+11.34,258,+0.61,+24.24,+10.40,45,2944
0.00,+19.44,+10.59,19,,,,0,10721
+4.23,+5.71,+2.95,280,0.00,+28.57,+1.55,29,12157
,,,0,,,,0,4845
0.00,+21.89,+16.80,74,,,,5,1036
+6.71,+23.59,+5.30,72,,,,3,7060
+6.41,+11.41,+13.53,22,,,,0,4484
+0.88,+22.06,+19.39,40,,,,0,8901
+7.40,+18.79,,6,,,,0,2720
,,,5,,,,,5102
+10.65,+17.81,+4.56,57,+0.99,+2.00,+0.70,88,12233
+5.41,+30.65,+9.70,245,+7.18,+27.38,+4.48,76,4506
,,,1,,,,0,9799
,,,0,,,,,11507
-1.38,+4.48,+5.63,104,-0.57,+7.08,+1.80,229,1236
-0.84,+13.14,+4.65,53,+6.67,+8.99,+2.42,67,1524
+2.88,+32.17,+16.11,67,-6.03,+19.73,+12.44,21,3246
+5.67,+24.82,+8.09,122,+3.53,+11.39,+4.18,258,4728
+12.97,+42.11,+18.41,7,,,,0,3231
+3.64,+17.65,+9.59,75,0.00,+20.19,+11.64,21,5
0.00,+18.75,+2.34,10,-6.98,-0.41,+1.76,232,2907
+1.89,+13.70,+5.63,230,+0.67,+13.51,+7.22,72,11306
-3.67,+11.53,+8.27,38,,,,0,854
-0.60,+8.92,+4.86,136,+5.45,+9.09,+3.51,97,10167
+0.40,+12.60,+4.64,84,-3.12,+0.76,+5.36,82,9180
-1.93,+22.83,+11.60,12,,,,0,9279
+4.45,+6.30,+1.96,31,,,,0,7680
+2.66,+25.70,+6.72,33,+3.88,+18.06,+7.30,23,470
-2.08,+9.27,+4.32,165,-2.47,-4.04,+1.32,111,11086
,,,3,+17.61,+2.94,+5.43,12,1171
+0.17,+17.16,+3.87,49,+1.05,+29.52,+4.73,45,1006
+15.68,+26.18,+6.42,20,,,,1,11668
0.00,+27.31,,10,,,,6,7341
+6.93,+18.33,+3.42,66,,,,4,12274
+2.63,+23.66,+5.84,256,-5.74,-2.56,+0.65,19,1643
+1.41,+21.59,+6.51,213,+7.22,+34.97,+9.08,74,831
+6.82,+35.84,+11.40,122,-1.61,+1.04,+2.80,33,5346
+0.48,+12.37,+5.75,22,,,,4,10555
+6.16,+17.60,+4.34,65,,,,0,12102
+0.80,+13.00,+12.01,55,+8.44,+26.52,+11.48,20,9336
,,,3,,,,0,10212
-1.03,+6.67,+4.45,461,-0.08,+2.19,+5.68,432,10868
+1.19,+46.70,+19.64,50,-0.33,,+16.99,17,9321
+3.91,+20.31,+1.52,73,-0.53,+7.13,+1.39,74,6416
+0.10,+13.66,+6.31,51,+4.76,+39.93,+9.64,12,2683
+2.56,+25.19,+9.29,277,+4.55,+19.79,+8.49,175,1458
+3.99,+25.00,+12.56,403,+5.11,+25.22,+5.25,349,5354
,,,1,,,,,5940
0.00,+7.23,+7.15,17,,,,0,4454
-3.60,+8.97,+7.43,64,-2.56,+11.76,+7.80,325,2225
-0.20,+5.35,+5.19,204,-5.20,-5.61,+4.15,59,11084
-1.20,-0.85,+4.96,74,-3.33,+0.87,+6.17,36,11372
-1.58,+10.64,+3.63,68,0.00,+2.45,-0.28,155,208
+7.45,+29.26,+8.51,170,,,,1,5252
+4.48,,+21.17,27,,,,5,1281
+4.29,+22.87,+6.17,76,+5.33,-5.54,+1.79,36,7826
,,,4,,,,0,7448
+4.81,+38.32,+13.45,64,,,,6,6902
-1.77,+1.59,+6.71,29,+3.28,+8.97,+2.32,181,12
,,,5,,,,7,12505
+2.77,+28.01,+9.34,117,+1.82,+5.86,+3.52,11,5491
-6.04,-0.70,+2.74,92,+17.72,+28.88,+9.26,18,10955
+1.96,-4.76,-3.98,35,,,,1,12553
+1.63,+31.69,+3.17,70,,,,6,4993
+3.82,+35.24,+10.38,103,,,,3,5433
+3.96,+22.50,+7.15,58,,,,0,7201
+13.28,+31.02,+10.27,58,,,,3,7858
+0.37,+9.63,+5.20,33,-3.56,-21.94,-0.42,24,2593
,,,2,,,,,6653
-21.35,+23.37,+13.38,14,,,,0,2264
,,,0,,,,,6246
+9.21,,,14,,,,0,5742
0.00,+19.05,+7.15,163,0.00,+15.63,+4.64,63,2425
+5.51,+20.73,+10.98,173,+1.57,+9.51,,6,1033
+34.62,,-30.91,19,,,,0,3262
+1.04,+42.42,+14.17,24,,,,0,9555
-15.94,+18.37,+10.63,16,,,,0,1373
,,,7,,,,0,362
,+27.87,,10,,,,1,8291
+2.50,+20.06,+5.98,264,+6.17,+15.26,+0.22,25,12281
+5.76,+23.00,+8.19,96,,,,8,7442
,,,2,,,,,5231
-0.77,+8.31,+4.66,177,-0.83,-2.80,+3.63,70,10675
+8.70,+39.35,+8.80,88,,,,8,7813
+2.90,+27.70,+10.04,121,+1.33,,+2.31,24,4308
-0.47,+4.84,+3.76,191,+2.39,+31.04,+8.37,65,11396
+4.62,+33.54,+9.92,87,,,,5,7149
,,,6,,,,,8480
-4.55,+10.53,+3.95,133,+1.22,+8.82,+7.75,132,11368
+8.51,+18.19,+13.56,67,+6.08,+9.25,+13.54,26,10859
+0.22,+12.63,+5.95,257,-8.07,-16.52,+5.01,176,10382
-0.61,+13.61,+3.38,36,,,,0,215
,,,0,,,,,4886
+2.13,+7.62,+2.44,257,+1.61,-1.56,,15,11574
,,,0,,,,0,10493
+4.50,+23.02,+12.50,41,+10.25,+5.15,+4.02,15,7375
,+36.33,,8,,,,,2627
+5.93,+17.92,+8.27,228,-3.13,+6.90,+17.23,13,1183
+13.53,+37.61,+9.59,24,-4.94,+18.83,+3.17,16,7222
,,,3,,,,,5502
+14.95,+36.97,+10.82,17,,,,0,5483
,,,1,,,,,5289
+5.60,+25.34,+9.52,22,,,,0,6139
+3.43,+23.33,+10.28,48,,+9.55,+3.88,10,3657
+3.31,+24.04,+10.92,252,+1.09,+4.76,+4.10,37,4429
+1.41,+14.29,+10.35,115,+0.93,+16.13,+10.69,15,9470
+2.38,+20.70,+9.23,194,+5.21,+34.67,+8.43,65,4276
+3.57,+22.88,-0.68,39,,,,3,12736
+3.04,+15.61,+4.80,246,+8.47,+10.81,,9,11792
+8.60,+18.58,+8.58,9,,,,2,3825
+4.06,+34.14,+8.81,82,,,,0,911
+4.26,+26.94,+12.83,189,0.00,+3.40,+8.29,33,9548
+5.86,+33.05,+12.35,218,+9.29,+24.25,+10.48,44,4533
+11.73,+22.89,+7.63,7,-1.88,-7.51,-0.67,62,11216
+2.19,+33.14,+9.72,123,-1.57,+20.77,+11.38,27,2380
+1.61,+14.91,+4.22,28,,,,0,12654
,,,3,,,,,8570
,,,4,,,,,3959
+9.09,+25.00,+9.45,69,0.00,+21.42,+6.47,12,7358
0.00,+13.84,+7.18,75,+10.34,+23.08,+7.01,434,6200
+4.42,+13.24,+8.86,267,+0.65,+4.59,+3.68,30,10004
+3.00,+31.15,+12.36,214,+1.16,+10.13,+2.31,23,6749
-0.33,+24.27,+7.04,37,-1.20,-2.38,+2.07,126,212
0.00,+5.17,+4.04,137,+2.26,+7.13,+6.08,66,9329
-3.18,-0.65,+3.94,36,,,,3,12029
+4.95,+21.83,+8.33,139,+13.75,+16.42,,11,6980
,,,4,,,,,467
-2.33,+2.81,+3.73,334,0.00,+1.15,+3.07,385,10873
-0.62,+7.80,+8.65,68,-7.01,+1.96,+6.25,219,6057
+17.90,,,7,,,,0,1421
+1.54,+50.00,+9.66,31,,,,0,4255
+2.86,+23.50,+8.45,65,,+18.06,+5.19,9,6272
+5.17,+24.24,+4.27,29,+3.45,+12.17,+3.62,212,6551
